date,price
2021-03-20,17.35974406292838
2021-03-21,17.358830905031052
2021-03-22,17.444622898285257
2021-03-23,17.442650841737446
2021-03-24,17.44013169916001
2021-03-25,17.437051963562677
2021-03-26,17.43339796324796
2021-03-27,17.342010082502107
2021-03-28,17.337190099849675
2021-03-29,17.418851186416475
2021-03-30,17.412760116113112
2021-03-31,17.406023951996723
2021-04-01,17.398628034126542
2021-04-02,17.39055790142646
2021-04-03,17.294892330679488
2021-04-04,17.285487205683925
2021-04-05,17.362194049315427
2021-04-06,17.351332642873547
2021-04-07,17.339763440169364
2021-04-08,17.32748785045143
2021-04-09,17.314509983157947
2021-04-10,17.214332464677184
2021-04-11,17.200044967772634
2021-04-12,17.271444313050857
2021-04-13,17.255752433630036
2021-04-14,17.23941932666934
2021-04-15,17.2224653027448
2021-04-16,17.204913372622144
2021-04-17,17.10085530102044
2021-04-18,17.082280731104575
2021-04-19,17.14894075556726
2021-04-20,17.129281312102123
2021-04-21,17.10917951911211
2021-04-22,17.088674588500773
2021-04-23,17.067808432361353
2021-04-24,16.96139253466183
2021-04-25,16.94004772485527
2021-04-26,17.003502234551476
2021-04-27,16.98166430102485
2021-04-28,16.959715205280922
2021-04-29,16.93771306055078
2021-04-30,16.915718680255193
2021-05-01,16.80932660011451
2021-05-02,16.787649148946528
2021-05-03,16.850422513143627
2021-05-04,16.82909475405605
2021-05-05,16.808081633849902
2021-05-06,16.787435363524402
2021-05-07,16.767204648886313
2021-05-08,16.663697517097145
2021-05-09,16.644526348017628
2021-05-10,16.70944031927806
2021-05-11,16.691288781609295
2021-05-12,16.673743750775927
2021-05-13,16.656832901430292
2021-05-14,16.640580403032338
2021-05-15,16.54188188525051
2021-05-16,16.527078962902987
2021-05-17,16.5959621302392
2021-05-18,16.58251462638446
2021-05-19,16.569793742891534
2021-05-20,16.557802618066162
2021-05-21,16.546540885021592
2021-05-22,16.453324648320155
2021-05-23,16.443555667761807
2021-05-24,16.51707578981879
2021-05-25,16.508657851181766
2021-05-26,16.50091489200581
2021-05-27,16.493825514249806
2021-05-28,16.48736481468022
2021-05-29,16.399096862946845
2021-05-30,16.393831249648343
2021-05-31,16.471453174869083
2021-06-01,16.467188051862138
2021-06-02,16.4633752008613
2021-06-03,16.459973957443538
2021-06-04,16.456945874011268
2021-06-05,16.371983217120047
2021-06-06,16.369606003069613
2021-06-07,16.449745906667985
2021-06-08,16.447865719224133
2021-06-09,16.446196252794785
2021-06-10,16.44471097938925
2021-06-11,16.4433853576178
2021-06-12,16.35998584852844
2021-06-13,16.358919212242263
2021-06-14,16.44015078722891
2021-06-15,16.439258090120546
2021-06-16,16.43843213671513
2021-06-17,16.43766030523011
2021-06-18,16.43693196048376
2021-06-19,16.354057261626092
2021-06-20,16.353395257868648
2021-06-21,16.434931293877312
2021-06-22,16.434310276291953
2021-06-23,16.433709368554148
2021-06-24,16.433129855089078
2021-06-25,16.432575006923116
2021-06-26,16.349889831275267
2021-06-27,16.34940451198147
2021-06-28,16.431120963500135
2021-06-29,16.430737218816688
2021-06-30,16.430424293581083
2021-07-01,16.430197378426563
2021-07-02,16.43007325224925
2021-07-03,16.34791767936758
2021-07-04,16.348045454312782
2021-07-05,16.430472043173353
2021-07-06,16.430907162743658
2021-07-07,16.431512901861964
2021-07-08,16.43229915059525
2021-07-09,16.43327458242203
2021-07-10,16.352274420960832
2021-07-11,16.353642498294526
2021-07-12,16.43740446241702
2021-07-13,16.439199029628384
2021-07-14,16.44120789849515
2021-07-15,16.443432442963896
2021-07-16,16.445872820392154
2021-07-17,16.36628533169148
2021-07-18,16.369138642512336
2021-07-19,16.454472275182425
2021-07-20,16.457753226253374
2021-07-21,16.461232548242677
2021-07-22,16.464903098975924
2021-07-23,16.4687565196904
2021-07-24,16.3904193188591
2021-07-25,16.394587590802164
2021-07-26,16.481312165261002
2021-07-27,16.485789146497126
2021-07-28,16.490388955069747
2021-07-29,16.495095932683867
2021-07-30,16.499893204455873
2021-07-31,16.422238865518842
2021-08-01,16.427136622755683
2021-08-02,16.51464008764252
2021-08-03,16.51960836302328
2021-08-04,16.524571732817392
2021-08-05,16.529513249490492
2021-08-06,16.534417159293795
2021-08-07,16.456572557752807
2021-08-08,16.461334836662655
2021-08-09,16.548763616781443
2021-08-10,16.553383437330424
2021-08-11,16.55790478905068
2021-08-12,16.562319080907088
2021-08-13,16.56661891565092
2021-08-14,16.487944099369077
2021-08-15,16.49197733576275
2021-08-16,16.578775611498486
2021-08-17,16.58256752101292
2021-08-18,16.586225893953866
2021-08-19,16.589750495786262
2021-08-20,16.59314228576062
2021-08-21,16.513421399828637
2021-08-22,16.51653954988564
2021-08-23,16.602548283826337
2021-08-24,16.60544229458779
2021-08-25,16.60822619652899
2021-08-26,16.61090811161452
2021-08-27,16.61349735559486
2021-08-28,16.53292441581569
2021-08-29,16.53534885685791
2021-08-30,16.620820125191273
2021-08-31,16.62315571796603
2021-09-01,16.625463125171848
2021-09-02,16.627758825114
2021-09-03,16.63006047656117
2021-09-04,16.549224962530275
2021-09-05,16.551584269400514
2021-09-06,16.637195093554652
2021-09-07,16.639720283244912
2021-09-08,16.642357069152524
2021-09-09,16.645130047380405
2021-09-10,16.648064969751516
2021-09-11,16.567932800089984
2021-09-12,16.571256785651627
2021-09-13,16.658116255755317
2021-09-14,16.661979587330848
2021-09-15,16.666150957966238
2021-09-16,16.670663053804788
2021-09-17,16.675549716710265
2021-09-18,16.597441714545486
2021-09-19,16.603154950329248
2021-09-20,16.692812862268255
2021-09-21,16.699559326481364
2021-09-22,16.706866902882098
2021-09-23,16.714776367654224
2021-09-24,16.723329652702972
2021-09-25,16.648906996424216
2021-09-26,16.65882848389859
2021-09-27,16.753289084353383
2021-09-28,16.76486008395446
2021-09-29,16.777301899155816
2021-09-30,16.79066339618305
2021-10-01,16.804994596981714
2021-10-02,16.73624407084077
2021-10-03,16.752578793891782
2021-10-04,16.854284477292822
2021-10-05,16.87294502267264
2021-10-06,16.89277200747165
2021-10-07,16.913787348775713
2021-10-08,16.936007116348037
2021-10-09,16.874644324964443
2021-10-10,16.89917449786767
2021-10-11,17.00996596445384
2021-10-12,17.037047188263386
2021-10-13,17.06532547730967
2021-10-14,17.094781817417925
2021-10-15,17.125391347090044
2021-10-16,17.071337740718874
2021-10-17,17.10399158605804
2021-10-18,17.223802748668277
2021-10-19,17.258659475158765
2021-10-20,17.29445737388164
2021-10-21,17.33113649939878
2021-10-22,17.368631058956225
2021-10-23,17.31983506540389
2021-10-24,17.358545202170475
2021-10-25,17.4852617044246
2021-10-26,17.525243126091482
2021-10-27,17.565623308162003
2021-10-28,17.606301373940823
2021-10-29,17.64717059940881
2021-10-30,17.599677821160768
2021-10-31,17.640381264745198
2021-11-01,17.769770283927755
2021-11-02,17.810221524093322
2021-11-03,17.850256109872134
2021-11-04,17.88975713526088
2021-11-05,17.928614268118963
2021-11-06,17.876890131408167
2021-11-07,17.91396845497999
2021-11-08,18.040317597976355
2021-11-09,18.07562731650114
2021-11-10,18.109840089704903
2021-11-11,18.142885028624733
2021-11-12,18.1746978181377
2021-11-13,18.114194613424928
2021-11-14,18.143230545058476
2021-11-15,18.262198747137973
2021-11-16,18.288571265218252
2021-11-17,18.313488666295598
2021-11-18,18.336926078425677
2021-11-19,18.35886520354734
2021-11-20,18.28739784585403
2021-11-21,18.306217228418273
2021-11-22,18.415608484033783
2021-11-23,18.431502957621433
2021-11-24,18.445906261769323
2021-11-25,18.458839541578527
2021-11-26,18.47033051600556
2021-11-27,18.388011410495697
2021-11-28,18.396683647433743
2021-11-29,18.496525404607382
2021-11-30,18.50265582441125
2021-12-01,18.507581141590578
2021-12-02,18.511367649299956
2021-12-03,18.514082398607343
2021-12-04,18.423212751877195
2021-12-05,18.423978652208575
2021-12-06,18.516457074403746
2021-12-07,18.51554353751277
2021-12-08,18.513885385049775
2021-12-09,18.51154670705634
2021-12-10,18.508591147398477
2021-12-11,18.41255649425049
2021-12-12,18.408576319046862
2021-12-13,18.496652924488785
2021-12-14,18.49185735334862
2021-12-15,18.486756427255898
2021-12-16,18.481411113030845
2021-12-17,18.475881931316053
2021-12-18,18.377877811796424
2021-12-19,18.372189258030225
2021-12-20,18.458789695044004
2021-12-21,18.45312132630886
2021-12-22,18.44756500068013
2021-12-23,18.442178561751746
2021-12-24,18.43701940694507
2021-12-25,18.33998376506698
2021-12-26,18.33547225695851
2021-12-27,18.423472928831302
2021-12-28,18.41978796121498
2021-12-29,18.416610572199716
2021-12-30,18.41399548215628
2021-12-31,18.411996965281844
2022-01-01,18.31861550534965
2022-01-02,18.31801345460087
2022-01-03,18.410228993734563
2022-01-04,18.41120518369371
2022-01-05,18.41302668624303
2022-01-06,18.415721513856624
2022-01-07,18.419311348618066
2022-01-08,18.331692484464043
2022-01-09,18.33708496022067
2022-01-10,18.435572760325158
2022-01-11,18.44283283619461
2022-01-12,18.451001373426152
2022-01-13,18.460062071643733
2022-01-14,18.469992300051672
2022-01-15,18.388359281971002
2022-01-16,18.39987747637564
2022-01-17,18.504678902383603
2022-01-18,18.517734335457135
2022-01-19,18.531451188627216
2022-01-20,18.54576884864582
2022-01-21,18.560620371853474
2022-01-22,18.483052821755635
2022-01-23,18.49866745325949
2022-01-24,18.60761372790057
2022-01-25,18.623804659117013
2022-01-26,18.64009977909791
2022-01-27,18.65639416173599
2022-01-28,18.67257655049798
2022-01-29,18.59508671167954
2022-01-30,18.61060802497001
2022-01-31,18.7192442322621
2022-02-01,18.73373947215805
2022-02-02,18.747473462879498
2022-02-03,18.760312131693354
2022-02-04,18.772131494079076
2022-02-05,18.688902897627976
2022-02-06,18.698302129380945
2022-02-07,18.800375152868583
2022-02-08,18.80706578490026
2022-02-09,18.81225844337314
2022-02-10,18.815885645964954
2022-02-11,18.817889327387093
2022-02-12,18.72412973518224
2022-02-13,18.72275674597161
2022-02-14,18.813719847275934
2022-02-15,18.80883713186995
2022-02-16,18.80218182441058
2022-02-17,18.79375236181295
2022-02-18,18.783556598042196
2022-02-19,18.67775374509292
2022-02-20,18.664154944706315
2022-02-21,18.74259129492748
2022-02-22,18.72559720684876
2022-02-23,18.707017342965628
2022-02-24,18.68691605945969
2022-02-25,18.66536712952984
2022-02-26,18.549241474725967
2022-02-27,18.525177165923587
2022-02-28,18.59291344895064
2022-03-01,18.56650000620084
2022-03-02,18.539147261450125
2022-03-03,18.510971857201184
2022-03-04,18.482085022029423
2022-03-05,18.36033019522722
2022-03-06,18.33048486659312
2022-03-07,18.39219586474519
2022-03-08,18.361479122393575
2022-03-09,18.33053474009739
2022-03-10,18.29944500570309
2022-03-11,18.268287383571078
2022-03-12,18.1459488420535
2022-03-13,18.115023945246445
2022-03-14,18.175109482693188
2022-03-15,18.144358484270015
2022-03-16,18.11385456815151
2022-03-17,18.08364625797276
2022-03-18,18.053777253925546
2022-03-19,17.93416500057555
2022-03-20,17.90523180845781
2022-03-21,17.966570728587612
2022-03-22,17.938399481801753
2022-03-23,17.91071369022393
2022-03-24,17.883528113322427
2022-03-25,17.85685268708221
2022-03-26,17.74153906141385
2022-03-27,17.71602267371345
2022-03-28,17.779914320422904
2022-03-29,17.755282387654006
2022-03-30,17.731137933678838
2022-03-31,17.707461953763413
2022-04-01,17.684230619709297
2022-04-02,17.57310891418993
2022-04-03,17.55079514955701
2022-04-04,17.61692614922913
2022-04-05,17.595198309727493
2022-04-06,17.57378170582888
2022-04-07,17.55265241804136
2022-04-08,17.531787483089374
2022-04-09,17.423609069463364
2022-04-10,17.40330978175276
2022-04-11,17.470563505954033
2022-04-12,17.450545474174987
2022-04-13,17.43069132227106
2022-04-14,17.410983824329605
2022-04-15,17.39140671066002
2022-04-16,17.2850849444645
2022-04-17,17.26582042183005
2022-04-18,17.333309321802062
2022-04-19,17.314110172863366
2022-04-20,17.294974403142078
2022-04-21,17.27589148030961
2022-04-22,17.25685182825896
2022-04-23,17.151657592969407
2022-04-24,17.132774469130894
2022-04-25,17.199911079103458
2022-04-26,17.18096787362174
2022-04-27,17.16203440177469
2022-04-28,17.14310682481073
2022-04-29,17.124182260206453
2022-04-30,17.01973248775106
